stim	 + 	 1	0.051823	1554742644.600707
stim	 Fill in the blanks
Press the spacebar
when finished. 	 1	5.052479	1554742649.602231
stim	 + 	 2	9.053214	1554742653.603448
stim	 TOOL
SH-- 	 3	12.054424	1554742656.604357
stim	 + 	 4	15.055303	1554742659.605279
stim	 DI--
MUMPS 	 5	16.055533	1554742660.605583
stim	 + 	 6	19.056583	1554742663.606496
stim	 FL--
VIOLET 	 7	20.056771	1554742664.606799
stim	 + 	 8	23.057367	1554742667.607721
stim	 FABRIC
FL-- 	 9	24.058320	1554742668.608026
stim	 + 	 10	27.058712	1554742671.608938
stim	 DISEASE
DI-- 	 11	28.059536	1554742672.609244
stim	 + 	 12	31.060212	1554742675.610167
R_66	 + 	 12	31.289539	1554742675.610167
R_66	 + 	 12	31.292943	1554742675.610167
R_66	 + 	 12	31.294417	1554742675.610167
R_66	 + 	 12	31.295949	1554742675.610167
R_66	 + 	 12	31.297452	1554742675.610167
R_66	 + 	 12	31.298820	1554742675.610167
R_66	 + 	 12	31.300064	1554742675.610167
R_66	 + 	 12	31.301273	1554742675.610167
R_66	 + 	 12	31.302518	1554742675.610167
R_66	 + 	 12	31.303686	1554742675.610167
R_66	 + 	 12	31.304692	1554742675.610167
R_66	 + 	 12	31.305739	1554742675.610167
R_66	 + 	 12	31.306749	1554742675.610167
R_66	 + 	 12	31.307615	1554742675.610167
R_66	 + 	 12	31.308423	1554742675.610167
R_66	 + 	 12	31.309166	1554742675.610167
R_66	 + 	 12	31.309888	1554742675.610167
R_66	 + 	 12	31.310609	1554742675.610167
R_66	 + 	 12	31.311339	1554742675.610167
R_66	 + 	 12	31.312058	1554742675.610167
R_66	 + 	 12	31.312771	1554742675.610167
R_66	 + 	 12	31.313490	1554742675.610167
R_66	 + 	 12	31.314143	1554742675.610167
R_66	 + 	 12	31.314814	1554742675.610167
R_66	 + 	 12	31.315474	1554742675.610167
R_66	 + 	 12	31.316135	1554742675.610167
R_66	 + 	 12	31.316792	1554742675.610167
R_66	 + 	 12	31.317459	1554742675.610167
R_66	 + 	 12	31.318119	1554742675.610167
R_66	 + 	 12	31.318762	1554742675.610167
R_66	 + 	 12	31.319403	1554742675.610167
R_66	 + 	 12	31.320049	1554742675.610167
R_66	 + 	 12	31.320692	1554742675.610167
R_66	 + 	 12	31.321334	1554742675.610167
R_66	 + 	 12	31.321970	1554742675.610167
R_66	 + 	 12	31.322620	1554742675.610167
R_66	 + 	 12	31.323253	1554742675.610167
R_66	 + 	 12	31.323907	1554742675.610167
R_66	 + 	 12	31.324557	1554742675.610167
R_66	 + 	 12	31.325202	1554742675.610167
R_66	 + 	 12	31.325844	1554742675.610167
R_66	 + 	 12	31.326485	1554742675.610167
R_66	 + 	 12	31.327131	1554742675.610167
R_66	 + 	 12	31.327776	1554742675.610167
R_66	 + 	 12	31.328413	1554742675.610167
R_66	 + 	 12	31.329058	1554742675.610167
R_66	 + 	 12	31.329694	1554742675.610167
R_66	 + 	 12	31.330336	1554742675.610167
R_66	 + 	 12	31.330993	1554742675.610167
R_66	 + 	 12	31.331637	1554742675.610167
R_66	 + 	 12	31.332274	1554742675.610167
