stim	 + 	 72	213.938486	1554755375.579104
R_	 ADUI 	 73	216.796086	1554755375.579104
stim	 ADUI 	 73	216.805649	1554755378.446728
stim	 + 	 74	218.806416	1554755380.447391
R_EGG	 YAI 	 75	221.354843	1554755380.447391
stim	 YAI 	 75	221.356670	1554755382.998241
stim	 + 	 76	223.358805	1554755384.998912
R_	 SALA 	 77	226.240759	1554755384.998912
stim	 SALA 	 77	226.259071	1554755387.899878
stim	 + 	 78	228.259646	1554755389.900542
R_ROAD	 MASHUA 	 79	232.205645	1554755389.900542
stim	 MASHUA 	 79	232.210368	1554755393.851860
stim	 + 	 80	234.211402	1554755395.852530
R_SCARF	 LESO 	 81	238.395541	1554755395.852530
stim	 LESO 	 81	238.412371	1554755400.053928
stim	 + 	 82	240.413928	1554755402.054594
R_	 KOLEO 	 83	243.257324	1554755402.054594
stim	 KOLEO 	 83	243.264642	1554755404.905546
stim	 + 	 84	245.266055	1554755406.906218
R_	 KABURI 	 85	248.660418	1554755406.906218
stim	 KABURI 	 85	248.666093	1554755410.307351
stim	 + 	 86	250.667341	1554755412.308018
R_DOG	 MBWA 	 87	254.802321	1554755412.308018
stim	 MBWA 	 87	254.818345	1554755416.459404
stim	 + 	 88	256.819410	1554755418.460065
R_BROOM	 FAGIO 	 89	261.014852	1554755418.460065
stim	 FAGIO 	 89	261.019868	1554755422.661471
stim	 + 	 90	263.021943	1554755424.662141
R_	 GARI 	 91	265.844319	1554755424.662141
stim	 GARI 	 91	265.855483	1554755427.496418
stim	 + 	 92	267.856828	1554755429.497086
R_	 MAZIWA 	 93	271.289962	1554755429.497086
stim	 MAZIWA 	 93	271.307291	1554755432.948237
stim	 + 	 94	273.308032	1554755434.948910
R_	 UPEPO 	 95	276.442079	1554755434.948910
stim	 UPEPO 	 95	276.459026	1554755438.099958
stim	 + 	 96	278.459820	1554755440.100624
R_	 MAITI 	 97	281.373450	1554755440.100624
stim	 MAITI 	 97	281.377052	1554755443.018265
stim	 + 	 98	283.378504	1554755445.018934
R_	 ZEITUNI 	 99	285.603401	1554755445.018934
stim	 ZEITUNI 	 99	285.612200	1554755447.253013
stim	 + 	 100	287.612762	1554755449.253680
R_	 MLANGO 	 101	289.968409	1554755449.253680
stim	 MLANGO 	 101	289.980239	1554755451.621140
stim	 + 	 102	291.981069	1554755453.621808
R_	 PAZIA 	 103	294.463451	1554755453.621808
stim	 PAZIA 	 103	294.481526	1554755456.122643
stim	 + 	 104	296.482863	1554755458.123314
R_	 KAA 	 105	300.002403	1554755458.123314
stim	 KAA 	 105	300.017061	1554755461.657824
stim	 + 	 106	302.017851	1554755463.658492
R_ROAD	 NJIA 	 107	306.782739	1554755463.658492
stim	 NJIA 	 107	306.785098	1554755468.426753
stim	 + 	 108	308.786678	1554755470.427420
R_	 KOFIA 	 109	311.392427	1554755470.427420
stim	 KOFIA 	 109	311.404031	1554755473.044966
stim	 + 	 110	313.405205	1554755475.045628
R_	 MAJI 	 111	316.362162	1554755475.045628
stim	 MAJI 	 111	316.372597	1554755478.013287
stim	 + 	 112	318.373568	1554755480.013958
R_	 HARIRI 	 113	322.547143	1554755480.013958
stim	 HARIRI 	 113	322.557549	1554755484.198686
stim	 + 	 114	324.559282	1554755486.199362
R_CONCEPT WORD	 ADHAMA 	 115	330.978505	1554755486.199362
stim	 ADHAMA 	 115	330.993874	1554755492.634842
stim	 + 	 116	332.994559	1554755494.635513
R_FOOD	 CHAKULA 	 117	336.350952	1554755494.635513
stim	 CHAKULA 	 117	336.361703	1554755498.003304
stim	 + 	 118	338.363074	1554755500.003973
R_	 WALI 	 119	341.587277	1554755500.003973
stim	 WALI 	 119	341.597180	1554755503.238391
stim	 + 	 120	343.598201	1554755505.239053
R_DAMMIT	 FUNUNU 	 121	350.765831	1554755505.239053
stim	 FUNUNU 	 121	350.783241	1554755512.424793
stim	 + 	 122	352.784777	1554755514.425466
stim	 + 	 123	353.784699	1554755515.425794
