stim	 + 	 1	0.050421	1554755787.233594
stim	 Type the English
translation,
then hit enter. 	 1	5.052362	1554755792.235274
stim	 + 	 2	9.053721	1554755796.236623
R_	 PIPA 	 3	13.547261	1554755796.236623
stim	 PIPA 	 3	13.554955	1554755800.738137
stim	 + 	 4	15.555964	1554755802.738803
R_	 HARIRI 	 5	19.520588	1554755802.738803
stim	 HARIRI 	 5	19.523485	1554755806.706804
stim	 + 	 6	21.524736	1554755808.707478
R_SSCIENCE	 ELIMU 	 7	25.674774	1554755808.707478
stim	 ELIMU 	 7	25.691883	1554755812.875548
stim	 + 	 8	27.693309	1554755814.876216
R_	 ZIWA 	 9	30.394915	1554755814.876216
stim	 ZIWA 	 9	30.410669	1554755817.593793
stim	 + 	 10	32.411676	1554755819.594473
R_	 SALA 	 11	35.562984	1554755819.594473
stim	 SALA 	 11	35.579343	1554755822.762199
stim	 + 	 12	37.580056	1554755824.762872
R_STEAM	 VUKE 	 13	44.110590	1554755824.762872
stim	 VUKE 	 13	44.114645	1554755831.298402
stim	 + 	 14	46.116022	1554755833.299077
R_	 REMBO 	 15	48.271184	1554755833.299077
stim	 REMBO 	 15	48.283257	1554755835.466469
stim	 + 	 16	50.284348	1554755837.467147
R_OHWAIT	 UMBU 	 17	59.490107	1554755837.467147
stim	 UMBU 	 17	59.503217	1554755846.686913
stim	 + 	 18	61.504632	1554755848.687579
R_	 JESHI 	 19	64.376117	1554755848.687579
stim	 JESHI 	 19	64.388490	1554755851.571884
stim	 + 	 20	66.389560	1554755853.572560
R_FISH	 SAMAKI 	 21	70.530502	1554755853.572560
stim	 SAMAKI 	 21	70.540169	1554755857.723955
stim	 + 	 22	72.541674	1554755859.724628
R_	 MAITI 	 23	75.770717	1554755859.724628
stim	 MAITI 	 23	75.775769	1554755862.959049
stim	 + 	 24	77.776809	1554755864.959720
R_MAGGOT	 BUU 	 25	82.638675	1554755864.959720
stim	 BUU 	 25	82.644230	1554755869.828024
stim	 + 	 26	84.645895	1554755871.828696
R_	 GOTI 	 27	87.242844	1554755871.828696
stim	 GOTI 	 27	87.246365	1554755874.429571
stim	 + 	 28	89.247325	1554755876.430240
R_SHORTS	 KAPUTULA 	 29	94.359844	1554755876.430240
stim	 KAPUTULA 	 29	94.364908	1554755881.548635
stim	 + 	 30	96.366262	1554755883.549308
R_GARDEN	 BUSTANI 	 31	100.937773	1554755883.549308
stim	 BUSTANI 	 31	100.950579	1554755888.134181
