stim	 + 	 1	0.050408	1553640565.606095
stim	 Type the English
translation,
then hit enter. 	 1	5.052237	1553640570.607582
stim	 + 	 2	9.053205	1553640574.608769
R_ENEMY	 USINGIZI 	 3	21.385428	1553640574.608769
stim	 USINGIZI 	 3	21.389561	1553640586.945768
stim	 + 	 4	23.391028	1553640588.946363
R_HONOR	 KOFIA 	 5	27.469428	1553640588.946363
stim	 KOFIA 	 5	27.474707	1553640593.030908
stim	 + 	 6	29.476026	1553640595.031501
R_TOMATO	 NYANYA 	 7	37.248289	1553640595.031501
stim	 NYANYA 	 7	37.261191	1553640602.817152
stim	 + 	 8	39.262489	1553640604.817747
R_SIBLING	 MALKIA 	 9	44.494514	1553640604.817747
stim	 MALKIA 	 9	44.496348	1553640610.052642
stim	 + 	 10	46.497886	1553640612.053234
R_LAKE	 ADUI 	 11	53.484422	1553640612.053234
stim	 ADUI 	 11	53.499181	1553640619.055323
stim	 + 	 12	55.500724	1553640621.055923
R_RICE	 LESO 	 13	58.938931	1553640621.055923
stim	 LESO 	 13	58.950976	1553640624.506948
stim	 + 	 14	60.952174	1553640626.507553
R_DONKEY	 PUNDA 	 15	67.298360	1553640626.507553
stim	 PUNDA 	 15	67.303465	1553640632.859445
stim	 + 	 16	69.304642	1553640634.860047
R_DOCTOR	 TABIBU 	 17	72.500819	1553640634.860047
stim	 TABIBU 	 17	72.505171	1553640638.060998
stim	 + 	 18	74.506386	1553640640.061594
R_KNEE	 HARIRI 	 19	81.612444	1553640640.061594
stim	 HARIRI 	 19	81.624629	1553640647.180394
stim	 + 	 20	83.625751	1553640649.180986
R_HONOR	 ADHAMA 	 21	86.577924	1553640649.180986
stim	 ADHAMA 	 21	86.592609	1553640652.148546
stim	 + 	 22	88.593621	1553640654.149143
R_FISH	 PAZIA 	 23	102.572670	1553640654.149143
stim	 PAZIA 	 23	102.580536	1553640668.136660
stim	 + 	 24	104.581767	1553640670.137263
R_ARMY	 JESHI 	 25	107.628850	1553640670.137263
stim	 JESHI 	 25	107.631810	1553640673.188178
stim	 + 	 26	109.633647	1553640675.188778
R_MANGO	 KOLEO 	 27	115.219220	1553640675.188778
stim	 KOLEO 	 27	115.234668	1553640680.790460
stim	 + 	 28	117.235820	1553640682.791059
