stim	 + 	 1	0.054677	1551276450.974581
stim	 Type the English
translation,
then hit enter. 	 1	5.052933	1551276455.976117
stim	 + 	 2	9.053650	1551276459.977347
R_	 SURA 	 3	14.240583	1551276459.977347
stim	 SURA 	 3	14.254474	1551276465.178941
stim	 + 	 4	16.256116	1551276467.179558
R_	 SALA 	 5	19.325643	1551276467.179558
stim	 SALA 	 5	19.339742	1551276470.263842
stim	 + 	 6	21.340210	1551276472.264452
R_	 FAGIO 	 7	26.069314	1551276472.264452
stim	 FAGIO 	 7	26.075118	1551276476.999244
stim	 + 	 8	28.075967	1551276478.999850
R_	 THELUJI 	 9	32.278709	1551276478.999850
stim	 THELUJI 	 9	32.293689	1551276483.217818
stim	 + 	 10	34.294571	1551276485.218428
R_	 GOTI 	 11	45.130534	1551276485.218428
stim	 GOTI 	 11	45.147830	1551276496.071761
stim	 + 	 12	47.148721	1551276498.072379
R_	 DAFINA 	 13	53.130703	1551276498.072379
stim	 DAFINA 	 13	53.150236	1551276504.074219
stim	 + 	 14	55.150839	1551276506.074837
R_	 PIPA 	 15	59.085831	1551276506.074837
stim	 PIPA 	 15	59.101904	1551276510.026046
stim	 + 	 16	61.102553	1551276512.026661
R_	 BUU 	 17	67.095940	1551276512.026661
stim	 BUU 	 17	67.104124	1551276518.028508
stim	 + 	 18	69.105438	1551276520.029124
R_	 NDOO 	 19	73.793430	1551276520.029124
stim	 NDOO 	 19	73.806237	1551276524.730561
stim	 + 	 20	75.807561	1551276526.731181
R_	 REMBO 	 21	81.027231	1551276526.731181
stim	 REMBO 	 21	81.041760	1551276531.966117
stim	 + 	 22	83.042525	1551276533.966731
R_CURTAIN	 PAZIA 	 23	93.147117	1551276533.966731
stim	 PAZIA 	 23	93.162063	1551276544.086512
stim	 + 	 24	95.163316	1551276546.087123
R_MILK	 MALKIA 	 25	99.984623	1551276546.087123
stim	 MALKIA 	 25	99.997260	1551276550.921944
stim	 + 	 26	101.998753	1551276552.922553
R_	 KAA 	 27	104.724911	1551276552.922553
stim	 KAA 	 27	104.732153	1551276555.656730
stim	 + 	 28	106.733364	1551276557.657346
R_	 POMBE 	 29	110.588767	1551276557.657346
stim	 POMBE 	 29	110.601023	1551276561.525202
stim	 + 	 30	112.602057	1551276563.525809
R_	 MENDE 	 31	114.997906	1551276563.525809
