stim	 + 	 1	0.054431	1551313631.982729
stim	 Type the English
translation,
then hit enter. 	 1	5.052680	1551313636.984136
stim	 + 	 2	9.052943	1551313640.985255
R_	 KOLEO 	 3	13.528362	1551313640.985255
stim	 KOLEO 	 3	13.537610	1551313645.469851
stim	 + 	 4	15.538496	1551313647.470411
R_	 ADUI 	 5	18.621999	1551313647.470411
stim	 ADUI 	 5	18.639215	1551313650.571290
stim	 + 	 6	20.639654	1551313652.571854
R_	 KABURI 	 7	27.402252	1551313652.571854
stim	 KABURI 	 7	27.408204	1551313659.340428
stim	 + 	 8	29.408916	1551313661.340989
R_WATER	 ADHAMA 	 9	39.580374	1551313661.340989
stim	 ADHAMA 	 9	39.594335	1551313671.527194
stim	 + 	 10	41.595114	1551313673.527758
R_	 EMBE 	 11	48.189050	1551313673.527758
stim	 EMBE 	 11	48.197319	1551313680.129615
stim	 + 	 12	50.198209	1551313682.130183
R_	 SUMU 	 13	53.635921	1551313682.130183
stim	 SUMU 	 13	53.648804	1551313685.581155
stim	 + 	 14	55.649642	1551313687.581727
R_WATER	 ZIWA 	 15	61.364331	1551313687.581727
stim	 ZIWA 	 15	61.367011	1551313693.300005
stim	 + 	 16	63.368263	1551313695.300570
R_	 DAFINA 	 17	67.686846	1551313695.300570
stim	 DAFINA 	 17	67.702918	1551313699.635131
stim	 + 	 18	69.703201	1551313701.635691
R_	 ELIMU 	 19	73.569958	1551313701.635691
stim	 ELIMU 	 19	73.587830	1551313705.520123
stim	 + 	 20	75.588240	1551313707.520692
R_	 ROHO 	 21	83.503855	1551313707.520692
stim	 ROHO 	 21	83.507224	1551313715.439602
stim	 + 	 22	85.508152	1551313717.440165
R_	 RINDA 	 23	90.453311	1551313717.440165
stim	 RINDA 	 23	90.459301	1551313722.391568
stim	 + 	 24	92.460041	1551313724.392134
R_	 MENDE 	 25	97.983387	1551313724.392134
stim	 MENDE 	 25	97.994890	1551313729.927035
stim	 + 	 26	99.995209	1551313731.927603
R_	 ZULIA 	 27	104.439121	1551313731.927603
stim	 ZULIA 	 27	104.446584	1551313736.378864
stim	 + 	 28	106.447088	1551313738.379435
R_	 FARASI 	 29	110.792717	1551313738.379435
stim	 FARASI 	 29	110.798389	1551313742.730673
stim	 + 	 30	112.799351	1551313744.731235
R_	 LESO 	 31	117.054635	1551313744.731235
stim	 LESO 	 31	117.066813	1551313748.999118
stim	 + 	 32	119.067729	1551313750.999683
R_	 JESHI 	 33	121.164690	1551313750.999683
stim	 JESHI 	 33	121.168025	1551313753.100278
stim	 + 	 34	123.168638	1551313755.100849
R_	 BUSTANI 	 35	126.268670	1551313755.100849
stim	 BUSTANI 	 35	126.285733	1551313758.218397
stim	 + 	 36	128.286732	1551313760.218967
R_CAR	 GARI 	 37	133.911431	1551313760.218967
stim	 GARI 	 37	133.920914	1551313765.853905
stim	 + 	 38	135.922174	1551313767.854478
R_	 PIPA 	 39	140.358830	1551313767.854478
stim	 PIPA 	 39	140.373559	1551313772.305736
stim	 + 	 40	142.374572	1551313774.306309
R_	 CHAKULA 	 41	145.034540	1551313774.306309
stim	 CHAKULA 	 41	145.041452	1551313776.973730
stim	 + 	 42	147.042451	1551313778.974301
R_WATER	 YAI 	 43	155.258612	1551313778.974301
stim	 YAI 	 43	155.260415	1551313787.193305
stim	 + 	 44	157.261595	1551313789.193884
R_	 UPEPO 	 45	161.145216	1551313789.193884
stim	 UPEPO 	 45	161.162222	1551313793.094994
stim	 + 	 46	163.163172	1551313795.095563
R_	 FAGIO 	 47	166.386786	1551313795.095563
stim	 FAGIO 	 47	166.397041	1551313798.329818
stim	 + 	 48	168.398087	1551313800.330382
R_	 TUMBILI 	 49	172.429000	1551313800.330382
stim	 TUMBILI 	 49	172.432451	1551313804.364868
stim	 + 	 50	174.433727	1551313806.365442
R_	 KAPUTULA 	 51	179.868773	1551313806.365442
stim	 KAPUTULA 	 51	179.884459	1551313811.816997
stim	 + 	 52	181.885262	1551313813.817567
R_	 GOTI 	 53	185.507643	1551313813.817567
stim	 GOTI 	 53	185.519118	1551313817.451939
stim	 + 	 54	187.520082	1551313819.452511
R_ENEMY	 SHAKA 	 55	244.209354	1551313819.452511
stim	 SHAKA 	 55	244.219126	1551313876.152057
stim	 + 	 56	246.220726	1551313878.152627
R_	 NJIA 	 57	249.598186	1551313878.152627
stim	 NJIA 	 57	249.604556	1551313881.536936
stim	 + 	 58	251.604760	1551313883.537502
R_	 MBWA 	 59	254.318057	1551313883.537502
stim	 MBWA 	 59	254.322505	1551313886.254952
stim	 + 	 60	256.323643	1551313888.255523
R_	 WALI 	 61	262.110971	1551313888.255523
stim	 WALI 	 61	262.124558	1551313894.057187
stim	 + 	 62	264.125407	1551313896.057760
R_	 MASHUA 	 63	266.598289	1551313896.057760
stim	 MASHUA 	 63	266.609020	1551313898.541811
stim	 + 	 64	268.610833	1551313900.542387
R_	 PAZIA 	 65	271.136709	1551313900.542387
stim	 PAZIA 	 65	271.143698	1551313903.076445
stim	 + 	 66	273.144823	1551313905.077018
R_	 MALKIA 	 67	275.786458	1551313905.077018
stim	 MALKIA 	 67	275.795135	1551313907.727777
stim	 + 	 68	277.796073	1551313909.728357
R_	 VUKE 	 69	279.726749	1551313909.728357
stim	 VUKE 	 69	279.729753	1551313911.662240
stim	 + 	 70	281.730546	1551313913.662815
R_BEER	 PUNDA 	 71	289.674669	1551313913.662815
stim	 PUNDA 	 71	289.682153	1551313921.615100
stim	 + 	 72	291.683254	1551313923.615676
R_	 GODORO 	 73	294.578095	1551313923.615676
stim	 GODORO 	 73	294.583675	1551313926.516509
stim	 + 	 74	296.584913	1551313928.517087
R_	 ZEITUNI 	 75	298.456677	1551313928.517087
stim	 ZEITUNI 	 75	298.468162	1551313930.400959
stim	 + 	 76	300.469101	1551313932.401528
R_	 MAITI 	 77	302.466840	1551313932.401528
stim	 MAITI 	 77	302.469366	1551313934.402110
stim	 + 	 78	304.470433	1551313936.402683
R_	 NDOO 	 79	306.758085	1551313936.402683
stim	 NDOO 	 79	306.770473	1551313938.703346
stim	 + 	 80	308.771487	1551313940.703918
R_	 REMBO 	 81	310.369612	1551313940.703918
stim	 REMBO 	 81	310.388207	1551313942.321053
stim	 + 	 82	312.389292	1551313944.321623
R_	 SAMAKI 	 83	314.409579	1551313944.321623
stim	 SAMAKI 	 83	314.422822	1551313946.355542
stim	 + 	 84	316.423783	1551313948.356117
R_	 HARIRI 	 85	318.865779	1551313948.356117
stim	 HARIRI 	 85	318.874185	1551313950.806827
stim	 + 	 86	320.874889	1551313952.807399
R_DANCE	 SALA 	 87	328.621680	1551313952.807399
stim	 SALA 	 87	328.626679	1551313960.559634
stim	 + 	 88	330.627695	1551313962.560211
R_	 KOFIA 	 89	334.765518	1551313962.560211
stim	 KOFIA 	 89	334.778689	1551313966.711402
